skey,sfrnd_code,person_prmisn_no,svc_id,data_updt_se,data_updt_de,svc_id_nm,bplc_nm,lnm_zip,lnm_adres,rn_zip,rdnmadr,person_prmisn_de,clsbiz_de,sss_begin_de,sss_end_de,rf_opbiz_de,engl_sttus,detail_engl_sttus,xcnts,ydnts,last_updt_de,bizcnd_se_nm,telno,buld_prpos_nm,prfplc_stle_se_nm,lefacy_fame_induty_nm,sngrum_sil_co,cltur_bsnm_se_nm,cltur_phstrn_induty_nm,sdfcl_at,video_reviv_nm,emgnc_stairs_at,ency_at,ffcns_at,fclty_at,sond_fclty_at,atmc_ventl_at,provd_gfts_nm,mnfct_trtmnt_prdlst_cn,lght_fclty_ennc,lght_fclty,cfr_envrn_nm,area_se_nm,vndgrnd_floor_co,yngbgs_sil_co,yngbgs_sil_at,tot_game_co,tot_floot_co,frst_regist_pnttm,passway_bt,spcl_lght_at,cvntl_at,actlnm
57,3290000,CDFF4220002001000002,03_13_02_P,I,2018-08-31  11:59:59 PM,,롯데시네마 부산본점관 제2관,,부산광역시 부산진구 부전동 503-15번지 롯데백화점10층,47285,"부산광역시 부산진구 가야대로 772 (부전동, 롯데백화점 10층)",20010609,-,-,-,-,13,영업중,387443.2146,186484.7751,20180615180835,-,810-3941,-,영화관,-,-,영화상영관,영화상영관,-,-,-,-,-,-,-,-,-,-,-,-,-,42,-,5,-,-,-,-,20010609,1,-,-
58,3290000,CDFF4220002001000003,03_13_02_P,I,2018-08-31  11:59:59 PM,,롯데시네마 부산본점관 제3관,,부산광역시 부산진구 부전동 503-15번지 롯데백화점 10층,47285,"부산광역시 부산진구 가야대로 772 (부전동, 롯데백화점 10층)",20010609,-,-,-,-,13,영업중,387443.2146,186484.7751,20180615180814,-,810-3941,-,영화관,-,-,영화상영관,영화상영관,-,-,-,-,-,-,-,-,-,-,-,-,-,42,-,5,-,-,-,-,20010609,1,-,-
59,3290000,CDFF4220002001000004,03_13_02_P,I,2018-08-31  11:59:59 PM,,롯데시네마 부산본점관 제4관,,부산광역시 부산진구 부전동 503-15번지 롯데백화점 10층,47285,"부산광역시 부산진구 가야대로 772 (부전동, 롯데백화점 10층)",20010609,-,-,-,-,13,영업중,387443.2146,186484.7751,20180615180758,-,810-3941,-,영화관,-,-,영화상영관,영화상영관,-,-,-,-,-,-,-,-,-,-,-,-,-,42,-,5,-,-,-,-,20010609,1,-,-
60,3290000,CDFF4220002001000005,03_13_02_P,I,2018-08-31  11:59:59 PM,,롯데시네마 부산본점관 제5관,,부산광역시 부산진구 부전동 503-15번지 롯데백화점10층,47285,"부산광역시 부산진구 가야대로 772 (부전동, 롯데백화점 10층)",20010609,-,-,-,-,13,영업중,387443.2146,186484.7751,20180615180742,-,810-3941,-,영화관,-,-,영화상영관,영화상영관,-,-,-,-,-,-,-,-,-,-,-,-,-,42,-,5,-,-,-,-,20010609,1,-,-
61,3290000,CDFF4220002001000006,03_13_02_P,I,2018-08-31  11:59:59 PM,,롯데시네마 부산본점관 제6관,,부산광역시 부산진구 부전동 503-15번지 롯데백화점10층,47285,"부산광역시 부산진구 가야대로 772 (부전동, 롯데백화점 10층)",20010609,-,-,-,-,13,영업중,387443.2146,186484.7751,20180615180724,-,810-3941,-,영화관,-,-,영화상영관,영화상영관,-,-,-,-,-,-,-,-,-,-,-,-,-,42,-,5,-,-,-,-,20010609,1,-,-
62,3290000,CDFF4220002001000007,03_13_02_P,I,2018-08-31  11:59:59 PM,,롯데시네마 부산본점관 제7관,,부산광역시 부산진구 부전동 503-15번지 롯데백화점10층,47285,"부산광역시 부산진구 가야대로 772 (부전동, 롯데백화점 10층)",20010609,-,-,-,-,13,영업중,387443.2146,186484.7751,20180615180707,-,810-3941,-,영화관,-,-,영화상영관,영화상영관,-,-,-,-,-,-,-,-,-,-,-,-,-,42,-,5,-,-,-,-,20010609,1,-,-
63,3290000,CDFF4220002001000008,03_13_02_P,I,2018-08-31  11:59:59 PM,,롯데시네마 부산본점관 제8관,,부산광역시 부산진구 부전동 503-15번지 롯데백화점10층,47285,"부산광역시 부산진구 가야대로 772 (부전동, 롯데백화점 10층)",20010609,-,-,-,-,13,영업중,387443.2146,186484.7751,20180615180554,-,810-3941,-,영화관,-,-,영화상영관,영화상영관,-,-,-,-,-,-,-,-,-,-,-,-,-,42,-,5,-,-,-,-,20010609,1,-,-
64,3290000,CDFF4220002001000009,03_13_02_P,I,2018-08-31  11:59:59 PM,,롯데시네마 부산본점관 제9관,,부산광역시 부산진구 부전동 503-15번지 롯데백화점 10층,47285,"부산광역시 부산진구 가야대로 772 (부전동, 롯데백화점 10층)",20010609,-,-,-,-,13,영업중,387443.2146,186484.7751,20180615180536,-,810-3941,-,영화관,-,-,영화상영관,영화상영관,-,-,-,-,-,-,-,-,-,-,-,-,-,42,-,5,-,-,-,-,20010609,1,-,-
65,3290000,CDFF4220002001000010,03_13_02_P,I,2018-08-31  11:59:59 PM,,롯데시네마 부산본점관 제10관,,부산광역시 부산진구 부전동 503-15번지 롯데백화점10층,47285,"부산광역시 부산진구 가야대로 772 (부전동, 롯데백화점 10층)",20010609,-,-,-,-,13,영업중,387443.2146,186484.7751,20180615180514,-,810-3941,-,영화관,-,-,영화상영관,영화상영관,-,-,-,-,-,-,-,-,-,-,-,-,-,42,-,5,-,-,-,-,20010609,1,-,-
66,3290000,CDFF4220002001000015,03_13_02_P,I,2018-08-31  11:59:59 PM,,메가박스 서면 4관,,부산광역시 부산진구 전포동 668-1번지,,부산광역시 부산진구 동천로 92  (전포동),20010929,20100806,-,-,-,3,폐업,387982.1904,186465.8643,20100806151744,-,922-1331,-,영화관,-,-,영화상영관,영화상영관,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20010929,1,-,-
67,3290000,CDFF4220002001000016,03_13_02_P,I,2018-08-31  11:59:59 PM,,메가박스 서면 5관,,부산광역시 부산진구 전포동 668-1번지,,부산광역시 부산진구 동천로 92  (전포동),20010929,20100806,-,-,-,3,폐업,387982.1904,186465.8643,20100806151802,-,922-1331,-,영화관,-,-,영화상영관,영화상영관,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20010929,1,-,-
68,3290000,CDFF4220002001000017,03_13_02_P,I,2018-08-31  11:59:59 PM,,메가박스 서면 6관,,부산광역시 부산진구 전포동 668-1번지,,부산광역시 부산진구 동천로 92  (전포동),20010929,20100806,-,-,-,3,폐업,387982.1904,186465.8643,20100806151820,-,922-1331,-,영화관,-,-,영화상영관,영화상영관,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20010929,1,-,-
69,3290000,CDFF4220002001000018,03_13_02_P,I,2018-08-31  11:59:59 PM,,메가박스 서면 7관,,부산광역시 부산진구 전포동 668-1번지,,부산광역시 부산진구 동천로 92  (전포동),20010929,20100806,-,-,-,3,폐업,387982.1904,186465.8643,20100806151838,-,922-1331,-,영화관,-,-,영화상영관,영화상영관,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20010929,1,-,-
70,3290000,CDFF4220002006000007,03_13_02_P,I,2018-08-31  11:59:59 PM,,메가박스중앙 서면 제1관,,부산광역시 부산진구 부전동 521-1번지 효성엑센시티 8~12층,47288,"부산광역시 부산진구 서면로 39 (부전동, 효성엑센시티 8~12층)",20060825,-,-,-,-,13,영업중,387467.4279,186149.5043,20180618141949,-,804-9007,-,영화관,-,-,영화상영관,영화상영관,-,-,-,-,-,-,-,-,-,-,-,-,-,12,-,5,-,-,-,-,20060825,1,-,-
71,3290000,CDFF4220002006000008,03_13_02_P,I,2018-08-31  11:59:59 PM,,메가박스중앙 서면 제2관,,부산광역시 부산진구 부전동 521-1번지 효성엑센시티 8~12층,47288,"부산광역시 부산진구 서면로 39 (부전동, 효성엑센시티 8~12층)",20060825,-,-,-,-,13,영업중,387467.4279,186149.5043,20180618142055,-,804-9007,-,영화관,-,-,영화상영관,영화상영관,-,-,-,-,-,-,-,-,-,-,-,-,-,12,-,5,-,-,-,-,20060825,1,-,-
72,3290000,CDFF4220002006000009,03_13_02_P,I,2018-08-31  11:59:59 PM,,메가박스중앙 서면 제3관,,부산광역시 부산진구 부전동 521-1번지 효성엑센시티 8~12층,47288,"부산광역시 부산진구 서면로 39 (부전동, 효성엑센시티 8~12층)",20060825,-,-,-,-,13,영업중,387467.4279,186149.5043,20180618142148,-,804-9007,-,영화관,-,-,영화상영관,영화상영관,-,-,-,-,-,-,-,-,-,-,-,-,-,12,-,5,-,-,-,-,20060825,1,-,-
73,3290000,CDFF4220002006000010,03_13_02_P,U,2018-12-01  2:40:00 AM,영화상영관,메가박스중앙 서면 제4관,,부산광역시 부산진구 부전동 521-1번지 효성엑센시티 8~12층,47288,"부산광역시 부산진구 서면로 39 (부전동, 효성엑센시티 8~12층)",20060825,20181127,-,-,-,폐업,폐업,387394.968,185837.3166,20181129173808,-,804-9007,-,영화관,-,-,영화상영관,영화상영관,-,-,-,-,-,-,-,-,-,-,-,-,-,12,-,5,-,-,-,-,20060825,1,-,-
74,3290000,CDFF4220002006000011,03_13_02_P,U,2018-12-01  2:40:00 AM,영화상영관,메가박스중앙 서면 제5관,,부산광역시 부산진구 부전동 521-1번지 효성엑센시티 8~12층,47288,"부산광역시 부산진구 서면로 39 (부전동, 효성엑센시티 8~12층)",20060825,-,-,-,-,폐업,폐업,387394.968,185837.3166,20181129173837,-,804-9007,-,영화관,-,-,영화상영관,영화상영관,-,-,-,-,-,-,-,-,-,-,-,-,-,12,-,5,-,-,-,-,20060825,1,-,-
75,3290000,CDFF4220002006000012,03_13_02_P,I,2018-08-31  11:59:59 PM,,메가박스중앙 서면 제6관,,부산광역시 부산진구 부전동 521-1번지 효성엑센시티 8~12층,47288,"부산광역시 부산진구 서면로 39 (부전동, 효성엑센시티 8~12층)",20060825,-,-,-,-,13,영업중,387467.4279,186149.5043,20180618151330,-,804-9007,-,영화관,-,-,영화상영관,영화상영관,-,-,-,-,-,-,-,-,-,-,-,-,-,12,-,5,-,-,-,-,20060825,1,-,-
76,3290000,CDFF4220002010000001,03_13_02_P,I,2018-08-31  11:59:59 PM,,롯데시네마 서면 제1관,,부산광역시 부산진구 전포동 668-1번지 6층,47293,"부산광역시 부산진구 동천로 92, 6층 (전포동)",20100825,-,-,-,-,13,영업중,387982.1904,186465.8643,20180615181142,-,070-7465-3984,문화시설,영화관,-,-,-,영화상영관,-,-,-,-,-,-,-,-,-,-,-,-,-,7,일반상업지역,2,-,-,-,9,20100825,1.3,-,-
77,3290000,CDFF4220002010000002,03_13_02_P,I,2018-08-31  11:59:59 PM,,롯데시네마 서면 제2관,,부산광역시 부산진구 전포동 668-1번지 6층,47293,"부산광역시 부산진구 동천로 92, 6층 (전포동)",20100825,-,-,-,-,13,영업중,387982.1904,186465.8643,20180615181101,-,070-7465-3984,문화시설,영화관,-,-,-,영화상영관,-,-,-,-,-,-,-,-,-,-,-,-,-,7,일반상업지역,2,-,-,-,9,20100825,1.3,-,-
78,3290000,CDFF4220002010000003,03_13_02_P,I,2018-08-31  11:59:59 PM,,롯데시네마 서면 제3관,,부산광역시 부산진구 전포동 668-1번지 6층,47293,"부산광역시 부산진구 동천로 92, 6층 (전포동)",20100825,-,-,-,-,13,영업중,387982.1904,186465.8643,20180615181037,-,070-7465-3984,문화시설,영화관,-,-,-,영화상영관,-,-,-,-,-,-,-,-,-,-,-,-,-,7,일반상업지역,2,-,-,-,9,20100825,1.3,-,-
79,3290000,CDFF4220002010000004,03_13_02_P,I,2018-08-31  11:59:59 PM,,롯데시네마 서면 제4관,,부산광역시 부산진구 전포동 668-1번지 6층,47293,"부산광역시 부산진구 동천로 92, 6층 (전포동)",20100825,-,-,-,-,13,영업중,387982.1904,186465.8643,20180615181019,-,070-7465-3984,문화시설,영화관,-,-,-,영화상영관,-,-,-,-,-,-,-,-,-,-,-,-,-,7,일반상업지역,2,-,-,-,9,20100825,1.5,-,-
80,3290000,CDFF4220002010000005,03_13_02_P,I,2018-08-31  11:59:59 PM,,롯데시네마 서면 제5관,,부산광역시 부산진구 전포동 668-1번지 6층,47293,"부산광역시 부산진구 동천로 92, 6층 (전포동)",20100825,-,-,-,-,13,영업중,387982.1904,186465.8643,20180615181002,-,070-7465-3984,문화시설,영화관,-,-,-,영화상영관,-,-,-,-,-,-,-,-,-,-,-,-,-,7,일반상업지역,2,-,-,-,9,20100825,1.5,-,-
81,3290000,CDFF4220002010000006,03_13_02_P,I,2018-08-31  11:59:59 PM,,롯데시네마 서면 제6관,,부산광역시 부산진구 전포동 668-1번지 6층,47293,"부산광역시 부산진구 동천로 92, 6층 (전포동)",20100825,-,-,-,-,13,영업중,387982.1904,186465.8643,20180615180944,-,070-7465-3984,문화시설,영화관,-,-,-,영화상영관,-,-,-,-,-,-,-,-,-,-,-,-,-,7,일반상업지역,2,-,-,-,9,20100825,1.2,-,-
82,3290000,CDFF4220002010000007,03_13_02_P,I,2018-08-31  11:59:59 PM,,롯데시네마 서면 제7관,,부산광역시 부산진구 전포동 668-1번지 6층,47293,"부산광역시 부산진구 동천로 92, 6층 (전포동)",20100825,-,-,-,-,13,영업중,387982.1904,186465.8643,20180615180910,-,070-7465-3984,문화시설,영화관,-,-,-,영화상영관,-,-,-,-,-,-,-,-,-,-,-,-,-,7,일반상업지역,2,-,-,-,9,20100825,1.3,-,-
83,3290000,CDFF4220002000000017,03_13_02_P,I,2018-08-31  11:59:59 PM,,CGV대한 제2관,,부산광역시 부산진구 부전동 199번지 외 3필지,47296,부산광역시 부산진구 중앙대로692번길 16 (부전동),20001213,-,-,-,-,13,영업중,387725.9041,186146.5117,20170707194824,-,818-2440,-,영화관,-,-,영화상영관,영화상영관,-,-,-,-,-,-,-,-,-,-,-,-,-,5,-,1,-,-,-,-,20001213,1,-,-
84,3290000,CDFF4220002000000018,03_13_02_P,I,2018-08-31  11:59:59 PM,,CGV대한 제1관,,부산광역시 부산진구 부전동 199번지 외 3필지,47296,부산광역시 부산진구 중앙대로692번길 16 (부전동),20001213,-,-,-,-,13,영업중,387725.9041,186146.5117,20170707195043,-,818-2440,-,영화관,-,-,영화상영관,영화상영관,-,-,-,-,-,-,-,-,-,-,-,-,-,5,-,1,-,-,-,-,20001213,1,-,-
85,3290000,CDFF4220002001000011,03_13_02_P,I,2018-08-31  11:59:59 PM,,롯데시네마 부산본점관 제11관,,부산광역시 부산진구 부전동 503-15번지 롯데백화점10층,47285,"부산광역시 부산진구 가야대로 772 (부전동, 롯데백화점 10층)",20010609,-,-,-,-,13,영업중,387443.2146,186484.7751,20180615180451,-,810-3941,-,영화관,-,-,영화상영관,영화상영관,-,-,-,-,-,-,-,-,-,-,-,-,-,42,-,5,-,-,-,-,20010609,1,-,-
86,3290000,CDFF4220002001000012,03_13_02_P,I,2018-08-31  11:59:59 PM,,메가박스 서면 1관,,부산광역시 부산진구 전포동 668-1번지,,부산광역시 부산진구 동천로 92  (전포동),20010929,20100806,-,-,-,3,폐업,387982.1904,186465.8643,20100806151648,-,922-1331,-,영화관,-,-,영화상영관,영화상영관,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20010929,1,-,-
87,3290000,CDFF4220002001000013,03_13_02_P,I,2018-08-31  11:59:59 PM,,메가박스 서면 2관,,부산광역시 부산진구 전포동 668-1번지,,부산광역시 부산진구 동천로 92  (전포동),20010929,20100806,-,-,-,3,폐업,387982.1904,186465.8643,20100806151707,-,922-1331,-,영화관,-,-,영화상영관,영화상영관,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20010929,1,-,-
88,3290000,CDFF4220002001000014,03_13_02_P,I,2018-08-31  11:59:59 PM,,메가박스 서면 3관,,부산광역시 부산진구 전포동 668-1번지,,부산광역시 부산진구 동천로 92  (전포동),20010929,20100806,-,-,-,3,폐업,387982.1904,186465.8643,20100806151725,-,922-1331,-,영화관,-,-,영화상영관,영화상영관,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20010929,1,-,-
89,3290000,CDFF4220001991000002,03_13_02_P,I,2018-08-31  11:59:59 PM,,롯데소극장,614847,부산광역시 부산진구 부전동 257-14번지,47286,부산광역시 부산진구 서면로68번길 13 (부전동),19910826,20170707,-,-,-,3,폐업,387576.5875,186410.631,20170707144244,-,819-7817,-,영화관,-,-,영화상영관,영화상영관,-,-,-,-,-,147.46,-,-,-,-,-,-,-,3,-,1,-,-,-,-,19910826,,-,-
90,3290000,CDFF4220002000000001,03_13_02_P,U,2019-06-28  2:40:00 AM,영화상영관,CGV서면 4DX관,,부산광역시 부산진구 전포동 892-20번지,47299,부산광역시 부산진구 동천로 4 (전포동),20000529,-,-,-,-,영업/정상,영업중,388011.1978,185310.7053,20190626101722,-,910-1411,-,영화관,-,-,영화상영관,영화상영관,-,-,-,-,-,-,-,-,-,-,-,-,-,8,-,6,-,-,-,14,20000529,1.2,-,-
91,3290000,CDFF4220002000000006,03_13_02_P,I,2018-08-31  11:59:59 PM,,CGV서면 12관,,부산광역시 부산진구 전포동 892-20번지,47299,부산광역시 부산진구 동천로 4 (전포동),20000529,-,-,-,-,13,영업중,388087.224,185624.4811,20170707195659,-,910-1411,-,영화관,-,-,영화상영관,영화상영관,-,-,-,-,-,-,-,-,-,-,-,-,-,8,-,6,-,-,-,14,20000529,1.22,-,-
92,3290000,CDFF4220002000000007,03_13_02_P,I,2018-08-31  11:59:59 PM,,CGV서면 BUSINESS관,,부산광역시 부산진구 전포동 892-20번지,47299,부산광역시 부산진구 동천로 4 (전포동),20000529,-,-,-,-,13,영업중,388087.224,185624.4811,20170707195826,-,910-1411,근린생활시설,영화관,-,-,영화상영관,영화상영관,-,-,-,-,-,181.3,-,-,-,-,-,-,기타,8,-,6,-,-,-,14,20000529,1.35,-,-
93,3290000,CDFF4220002000000008,03_13_02_P,I,2018-08-31  11:59:59 PM,,CGV서면 4관,,부산광역시 부산진구 전포동 892-20번지,47299,부산광역시 부산진구 동천로 4 (전포동),20000529,-,-,-,-,13,영업중,388087.224,185624.4811,20170707195952,-,910-1411,-,영화관,-,-,영화상영관,영화상영관,-,-,-,-,-,-,-,-,-,-,-,-,-,8,-,6,-,-,-,14,20000529,,-,-
94,3290000,CDFF4220002000000009,03_13_02_P,I,2018-08-31  11:59:59 PM,,CGV서면 ART1관,,부산광역시 부산진구 전포동 892-20번지,47299,부산광역시 부산진구 동천로 4 (전포동),20000529,-,-,-,-,13,영업중,388087.224,185624.4811,20170707200134,-,910-1411,-,영화관,-,-,영화상영관,영화상영관,-,-,-,-,-,-,-,-,-,-,-,-,-,8,-,6,-,-,-,-,20000529,,-,-
95,3290000,CDFF4220002000000010,03_13_02_P,I,2018-08-31  11:59:59 PM,,CGV서면 6관,,부산광역시 부산진구 전포동 892-20번지,47299,부산광역시 부산진구 동천로 4 (전포동),20000529,-,-,-,-,13,영업중,388087.224,185624.4811,20171219161056,-,910-1411,-,영화관,-,-,영화상영관,영화상영관,-,-,-,-,-,-,-,-,-,-,-,-,-,8,-,6,-,-,-,14,20000529,1032,-,-
96,3290000,CDFF4220002000000011,03_13_02_P,I,2018-08-31  11:59:59 PM,,CGV서면 7관,,부산광역시 부산진구 전포동 892-20번지,47299,부산광역시 부산진구 동천로 4 (전포동),20000529,-,-,-,-,13,영업중,388087.224,185624.4811,20171219161120,-,910-1411,-,영화관,-,-,영화상영관,영화상영관,-,-,-,-,-,-,-,-,-,-,-,-,-,8,-,6,-,-,-,14,20000529,1.5,-,-
97,3290000,CDFF4220002000000012,03_13_02_P,I,2018-08-31  11:59:59 PM,,CGV서면 8관,,부산광역시 부산진구 전포동 892-20번지,47299,부산광역시 부산진구 동천로 4 (전포동),20000529,-,-,-,-,13,영업중,388087.224,185624.4811,20170707200739,-,910-1411,-,영화관,-,-,영화상영관,영화상영관,-,-,-,-,-,-,-,-,-,-,-,-,-,8,-,6,-,-,-,14,20000529,1.17,-,-
98,3290000,CDFF4220002000000013,03_13_02_P,I,2018-08-31  11:59:59 PM,,대한시네마1관,614845,부산광역시 부산진구 부전동 199-0번지,,부산광역시 부산진구 중앙대로692번길 16  (부전동),20000607,20001201,-,-,-,3,폐업,387725.9041,186146.5117,20030127161348,-,802-5247,-,-,-,-,영화상영관,영화상영관,-,-,-,-,-,1578.8,-,-,-,-,-,-,-,5,-,1,-,-,-,6,20000607,,-,-
99,3300000,CDFF4220002006000005,03_13_02_P,I,2018-08-31  11:59:59 PM,,씨지브이동래 제5관,607787,부산광역시 동래구 온천동 153-8번지 SK허브스카이6층,47710,"부산광역시 동래구 중앙대로 1523, 8층 (온천동, SK허브스카이)",20061023,-,-,-,-,13,영업중,389888.6587,193639.0421,20170705125817,-,559-5501,문화시설,영화관,-,-,영화상영관,영화상영관,-,-,-,-,-,-,-,-,-,-,-,-,유흥업소밀집지역,49,상업지역,5,-,-,-,54,20061023,,-,-
100,3300000,CDFF4220002002000001,03_13_02_P,I,2018-08-31  11:59:59 PM,,온천극장,607833,부산광역시 동래구 온천동 189-17번지,47712,부산광역시 동래구 금강공원로 23 (온천동),20021226,20121015,-,-,-,3,폐업,389558.1345,193361.0637,20180530105232,-,558-3891,-,영화관,-,-,영화상영관,영화상영관,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20021226,,-,-
101,3300000,CDFF4220002008000008,03_13_02_P,I,2018-08-31  11:59:59 PM,,롯데시네마 동래관(제8관),,"부산광역시 동래구 온천동 502-3번지 (10,11층)",47727,"부산광역시 동래구 중앙대로 1393 (10,11)층 (온천동)",20080527,-,-,-,-,13,영업중,389173.571,192560.3176,20180614135607,-,7074962416,유통시설,영화관,-,-,영화상영관,영화상영관,-,-,-,-,-,-,-,-,-,-,-,-,아파트지역,12,일반상업지역,3,-,-,-,15,20080527,1.45,-,-
102,3300000,CDFF4220002008000007,03_13_02_P,I,2018-08-31  11:59:59 PM,,롯데시네마 동래관(제7관),,"부산광역시 동래구 온천동 502-3번지 (10,11층)",47727,"부산광역시 동래구 중앙대로 1393 (10,11)층 (온천동)",20080527,-,-,-,-,13,영업중,389173.571,192560.3176,20180614135339,-,7074962416,유통시설,영화관,-,-,영화상영관,영화상영관,-,-,-,-,-,-,-,-,-,-,-,-,아파트지역,12,일반상업지역,3,-,-,-,15,20080527,1.45,-,-
103,3300000,CDFF4220002008000006,03_13_02_P,I,2018-08-31  11:59:59 PM,,롯데시네마 동래관(제6관),,"부산광역시 동래구 온천동 502-3번지 (10,11층)",47727,"부산광역시 동래구 중앙대로 1393 (10,11)층 (온천동)",20080527,-,-,-,-,13,영업중,389173.571,192560.3176,20180614134727,-,7074962416,유통시설,영화관,-,-,영화상영관,영화상영관,-,-,-,-,-,-,-,-,-,-,-,-,아파트지역,12,일반상업지역,3,-,-,-,15,20080527,1.45,-,-
104,3300000,CDFF4220002008000005,03_13_02_P,I,2018-08-31  11:59:59 PM,,롯데시네마 동래관(제5관),,"부산광역시 동래구 온천동 502-3번지 (10,11층)",47727,"부산광역시 동래구 중앙대로 1393 (10,11)층 (온천동)",20080527,-,-,-,-,13,영업중,389173.571,192560.3176,20180614133701,-,7074962416,유통시설,영화관,-,-,영화상영관,영화상영관,-,-,-,-,-,-,-,-,-,-,-,-,아파트지역,12,일반상업지역,3,-,-,-,15,20080527,1.45,-,-
105,3300000,CDFF4220002008000004,03_13_02_P,I,2018-08-31  11:59:59 PM,,롯데시네마 동래관(제4관),,"부산광역시 동래구 온천동 502-3번지 (10,11층)",47727,"부산광역시 동래구 중앙대로 1393 (10,11)층 (온천동)",20080527,-,-,-,-,13,영업중,389173.571,192560.3176,20180614133417,-,7074962416,유통시설,영화관,-,-,영화상영관,영화상영관,-,-,-,-,-,-,-,-,-,-,-,-,아파트지역,12,일반상업지역,3,-,-,-,15,20080527,1.55,-,-
106,3300000,CDFF4220002008000003,03_13_02_P,I,2018-08-31  11:59:59 PM,,롯데시네마 동래관(제3관),,"부산광역시 동래구 온천동 502-3번지 (10,11층)",47727,"부산광역시 동래구 중앙대로 1393 (10,11)층 (온천동)",20080527,-,-,-,-,13,영업중,389173.571,192560.3176,20180614131554,-,-,유통시설,영화관,-,-,영화상영관,영화상영관,-,-,-,-,-,-,-,-,-,-,-,-,아파트지역,12,일반상업지역,3,-,-,-,15,20080527,1.5,-,-
107,3300000,CDFF4220002008000002,03_13_02_P,I,2018-08-31  11:59:59 PM,,롯데시네마 동래관(제2관),,"부산광역시 동래구 온천동 502-3번지 (10,11층)",47727,"부산광역시 동래구 중앙대로 1393 (10,11)층 (온천동)",20080527,-,-,-,-,13,영업중,389173.571,192560.3176,20180614131213,-,-,유통시설,영화관,-,-,영화상영관,영화상영관,-,-,-,-,-,-,-,-,-,-,-,-,아파트지역,12,일반상업지역,3,-,-,-,15,20080527,1.55,-,-
108,3300000,CDFF4220002008000001,03_13_02_P,I,2018-08-31  11:59:59 PM,,롯데시네마 동래관(제1관),,"부산광역시 동래구 온천동 502-3번지 (10,11층)",47727,"부산광역시 동래구 중앙대로 1393 (10,11)층 (온천동)",20080527,-,-,-,-,13,영업중,389173.571,192560.3176,20180614114514,-,-,유통시설,영화관,-,-,영화상영관,영화상영관,-,-,-,-,-,-,-,-,-,-,-,-,아파트지역,12,일반상업지역,3,-,-,-,15,20080527,1.7,-,-
109,3300000,CDFF4220002006000009,03_13_02_P,I,2018-08-31  11:59:59 PM,,씨지브이동래 제9관,607787,부산광역시 동래구 온천동 153-8번지 SK허브스카이8층,47710,"부산광역시 동래구 중앙대로 1523, 8층 (온천동, SK허브스카이)",20061023,-,-,-,-,13,영업중,389888.6587,193639.0421,20170705130453,-,-,문화시설,영화관,-,-,영화상영관,영화상영관,-,-,-,-,-,-,-,-,-,-,-,-,유흥업소밀집지역,49,상업지역,5,-,-,-,54,20061023,,-,-
